primary_cluster_key,primary_cluster_name_cn,sanbao_candidate_level,sanbao_chain_candidate,sanbao_responsibility_candidate,receiving_object,count,high_confidence_count,needs_review_count,blocked_count,top_sources,top_problem_types,representative_skills,representative_outputs,next_action
VALUE_NEW_PRODUCT,新品经营价值链,SCENARIO_WORKFLOW_CANDIDATE,新品经营,消费者需求洞察,需求证据/问题地图,9,9,0,0,project_skill:5；home_skill:4,自动化执行:5；检索组织:2；治理合规:2,p2s-agent-time-series-forecasting；p2s-agent-time-series-forecasting；p2s-agentic-etl-data-pipeline；p2s-agentic-etl-data-pipeline；p2s-agentic-etl-data-pipeline；p2s-multimodal-product-search；p2s-multimodal-product-search；p2s-pre-launch-compliance-gate,（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；（卡页此段为占位内容，实际输入/输出规格见下方「输入 / 输出契约」。）,进入经营链条评审，确认事项对象、责任节点、输入输出和验收
VALUE_CONTINUOUS_OPERATION,持续经营价值链,ATOM_SKILL_CANDIDATE,持续经营,消费者需求洞察,需求证据/问题地图,296,296,0,0,home_skill:154；project_skill:139；icloud_skill:3,优化决策:98；治理合规:62；预测预警:41；生成制作:22；数据质量:20,1688-sourcing；doubao-ecommerce-proposal；doubao-ecommerce-proposal；doubao-ecommerce-proposal；doubao-ecommerce-proposal；douyinvideo2text-ai；linkfox-echotik-batch-product-detail；linkfox-echotik-list-product,"- 中文用户 ：原样输出脚本返回的 markdown，不翻译。 - 英文用户 ：Agent 将脚本返回的 markdown 整体翻译成英文 后输出，翻译时必须遵守： - 表格结构、行数、行顺序与原文完全一致，禁止增删、重排商品行。 - 商品标题译为英文；价格、数字、货币符号、productId、商品链接、图片链接、HTML 文件路径 原样保留，逐字不改 。 - 表头、标签（如“销量最高/价格最低/综合最优”→ ""Best Seller / Lowest Price / Best Overall""）、提示语句译为英…；交付前过一遍以下红线，详细清单见对应参考文件，不在主 Skill 中重复展开： 1. 成品是否落成一份排版清晰、可浏览器打开验证的 HTML 网页版方案，同时包含正文、图片与表格，并按实际数据配置必要图表。 2. 是否形成从背景与目标、人群、货品、促销机制、流量、店铺运营、预算、履约保障到复盘闭环的连续策略主线，并体现各平台角色、用户路径与转化机制的差异。 3. 价格、折扣、库存、销量、预算、日期、平台资源位、历史数据、品牌素材、产品图和专业结论是否均有可靠依据，未编造数字、链接或功效。 4. 定量目标是否完成品…；交付前过一遍以下红线，详细清单见对应参考文件，不在主 Skill 中重复展开： 1. 成品是否落成一份排版清晰、可浏览器打开验证的 HTML 网页版方案，同时包含正文、图片与表格，并按实际数据配置必要图表。 2. 是否形成从背景与目标、人群、货品、促销机制、流量、店铺运营、预算、履约保障到复盘闭环的连续策略主线，并体现各平台角色、用户路径与转化机制的差…",进入经营链条评审，确认事项对象、责任节点、输入输出和验收
VALUE_CONTINUOUS_OPERATION,持续经营价值链,ATOM_SKILL_CANDIDATE,持续经营,商业论证,经营选项/验证建议,238,238,0,0,home_skill:119；project_skill:119,优化决策:96；治理合规:66；自动化执行:16；评估验证:14；检索组织:12,p2s-a-plus-content-video-embedding；p2s-a-plus-content-video-embedding；p2s-adaptive-rag-query-routing；p2s-adaptive-rag-query-routing；p2s-agent-decision-confidence-threshold；p2s-agent-decision-confidence-threshold；p2s-agent-memory-kv-store；p2s-agent-memory-kv-store,（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）,进入经营链条评审，确认事项对象、责任节点、输入输出和验收
VALUE_CONTINUOUS_OPERATION,持续经营价值链,ATOM_SKILL_CANDIDATE,持续经营,产品定义,产品要求/验收条件,50,50,0,0,home_skill:25；project_skill:25,优化决策:12；治理合规:10；数据质量:10；预测预警:6；评估验证:4,p2s-agent-fault-tolerance；p2s-agent-fault-tolerance；p2s-cash-conversion-cycle-optimization；p2s-cash-conversion-cycle-optimization；p2s-causal-cohort-analysis；p2s-causal-cohort-analysis；p2s-cross-border-cash-flow-forecasting；p2s-cross-border-cash-flow-forecasting,（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）,进入经营链条评审，确认事项对象、责任节点、输入输出和验收
VALUE_CONTINUOUS_OPERATION,持续经营价值链,ATOM_SKILL_CANDIDATE,持续经营,产品实现,方案或样品及交付说明,13,13,0,0,home_skill:9；project_skill:4,生成制作:7；优化决策:4；检索组织:2,linkfox-dld-product-search；linkfox-junglescout-sales-estimates；linkfox-keepa-product-series；linkfox-sellersprite-competitor-lookup；linkfox-sellersprite-product-search；linkfox-sorftime-amazon-product-detail；linkfox-youying-shopee-get-product-infos；p2s-react-reasoning-acting,"字段 类型 必填 约束/默认值 说明 --- --- :---: --- --- type string 否 渲染的样式 total integer 否 记录数 columns array 否 渲染的列 products array 否 商品列表 costToken integer 否 消耗token；字段 类型 必填 约束/默认值 说明 --- --- :---: --- --- costToken integer 否 消耗token salesEstimateList array 否 销售估算结果列表；字段 类型 必填 约束/默认值 说明 --- --- :---: --- --- asin string 否 ASIN price array 否 价格,(time=时间,value=价格) bsrSub array 否 小类BSR rating array 否 评分(time=时间,value=评分) bsrMain array 否 大类BSR",进入经营链条评审，确认事项对象、责任节点、输入输出和验收
VALUE_CONTINUOUS_OPERATION,持续经营价值链,ATOM_SKILL_CANDIDATE,持续经营,产品验证,验证结论/缺陷与未验证项,13,13,0,0,home_skill:8；project_skill:4；icloud_skill:1,治理合规:8；优化决策:5,cbec-pricing-optimization；doubao-data-analysis；doubao-data-analysis；doubao-data-analysis；doubao-data-analysis；doubao-wealth-planning；doubao-wealth-planning；doubao-wealth-planning,1. 价格弹性报告；1. 完成前在内部建立两张覆盖表： 用户验收项 → 结论/无法判断 → 证据 ，以及 关键发现 → 是否已进入摘要或对应正文 。每个验收项都要得到“结论 + 证据”或“无法判断 + 缺失证据”；每个会改变数字、口径、可信度或行动的发现都要明确写出，不能用模糊总括替代。 2. 建立关键数字清单，覆盖主结论、摘要、合计、比率、排序、目标与影响金额。每个关键数字须来自源字段、可复算公式或显式情景假设；跨章节必须一致。 3. 区分 预期收益 与 情景测算 ： - 预期收益需要可追溯基数、已验证的响应/可比证据、改善幅度依…；1. 完成前在内部建立两张覆盖表： 用户验收项 → 结论/无法判断 → 证据 ，以及 关键发现 → 是否已进入摘要或对应正文 。每个验收项都要得到“结论 + 证据”或“无法判断 + 缺失证据”；每个会改变数字、口径、可信度或行动的发现都要明确写出，不能用模糊总括替代。 2. 建立关键数字清单，覆盖主结论、摘要、合计、比率、排序、目标与影响金额。每个关键数字须来自源字段、可复算公式或显式情景假设；跨章节必须一致。 3. 区分 预期收益 与 情景测算 ： - 预期收益需要可追溯基数、已验证的响应/可比证据、改善幅度依…,进入经营链条评审，确认事项对象、责任节点、输入输出和验收
VALUE_CONTINUOUS_OPERATION,持续经营价值链,ATOM_SKILL_CANDIDATE,持续经营,产品市场准入,准入判断/证据缺口,1,1,0,0,home_skill:1,生成制作:1,infimind-video-analysis,完成后按服务真实返回值依次整理： 1. 视频脚本 script 2. 视觉与叙事风格 style 3. 卖点话术 sellingPoints 4. 爆款结构 viralFormula 5. 可复用生成提示词 generatedPrompt 字段为空时明确写“本次分析未返回该字段”。可以在保留原始 generatedPrompt 的前提下，把商品、人群、卖点和场景替换成清晰占位符，但必须标注这是后续整理，不是工具原始输出。,进入经营链条评审，确认事项对象、责任节点、输入输出和验收
VALUE_CONTINUOUS_OPERATION,持续经营价值链,ATOM_SKILL_CANDIDATE,持续经营,供给与交付准备,供给与交付方案,1,1,0,0,home_skill:1,检索组织:1,linkfox-1688-search-by-image,字段 类型 必填 约束/默认值 说明 --- --- :---: --- --- type string 否 样式 total integer 否 总商品数量（总行数），上游未返回总数时为 null columns array 否 渲染的列 imageId string 否 上传后的图片ID products array 否 商品列表,进入经营链条评审，确认事项对象、责任节点、输入输出和验收
VALUE_CONTINUOUS_OPERATION,持续经营价值链,SCENARIO_WORKFLOW_CANDIDATE,持续经营,消费者需求洞察,需求证据/问题地图,16,16,0,0,home_skill:8；project_skill:8,数据质量:6；自动化执行:4；诊断归因:2；预测预警:2；优化决策:2,p2s-car-agent-causal-shapley；p2s-car-agent-causal-shapley；p2s-conformal-time-series-forecasting；p2s-conformal-time-series-forecasting；p2s-llm-code-generation-data-pipeline；p2s-llm-code-generation-data-pipeline；p2s-ml-pipeline-observability；p2s-ml-pipeline-observability,（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）,进入经营链条评审，确认事项对象、责任节点、输入输出和验收
VALUE_CONTINUOUS_OPERATION,持续经营价值链,SCENARIO_WORKFLOW_CANDIDATE,持续经营,商业论证,经营选项/验证建议,14,14,0,0,home_skill:7；project_skill:7,优化决策:4；治理合规:4；自动化执行:4；数据质量:2,p2s-agent-knowledge-distillation-sop；p2s-agent-knowledge-distillation-sop；p2s-agent-registry-discovery；p2s-agent-registry-discovery；p2s-agentic-sckg-risk；p2s-agentic-sckg-risk；p2s-automl-pipeline-design；p2s-automl-pipeline-design,（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）,进入经营链条评审，确认事项对象、责任节点、输入输出和验收
VALUE_CONTINUOUS_OPERATION,持续经营价值链,SCENARIO_WORKFLOW_CANDIDATE,持续经营,产品验证,验证结论/缺陷与未验证项,4,4,0,0,project_skill:4,治理合规:2；优化决策:2,平台价格监控；平台价格监控；物流优化；物流优化,"- PriceData 结构是否完整（product id, price, currency等） - 预警通知是否及时准确 - 历史价格曲线是否正确生成 - 降级策略是否按预期工作；- PriceData 结构是否完整（product id, price, currency等） - 预警通知是否及时准确 - 历史价格曲线是否正确生成 - 降级策略是否按预期工作；物流优化方案 : 完整示例见 examples/workflow-example.md，测算规则见 references/dfm-rules.md。",进入经营链条评审，确认事项对象、责任节点、输入输出和验收
VALUE_NEW_MARKET,新市场经营价值链,ATOM_SKILL_CANDIDATE,新市场经营,消费者需求洞察,需求证据/问题地图,109,109,0,0,home_skill:55；project_skill:52；icloud_skill:2,治理合规:50；生成制作:19；优化决策:12；数据质量:8；预测预警:5,Destination Country Classification & Tax Calculation；linkfox-sif-keyword-overview；locale-guard；p2s-affective-computing-maternal-anxiety；p2s-affective-computing-maternal-anxiety；p2s-ai-fake-review-detection；p2s-ai-fake-review-detection；p2s-ai-humanities-healing-cards,输出渲染硬约束 ： - 使用 原生 Markdown （标题 / 加粗 / 无序列表 / 引用）输出。 - 严禁 用三反引号\\\ 或 \\\text 包住整个回复，会被前端渲染为不可点击、带“复制”按钮的 Text 卡片。 - 仅当举例“字面量”（如 JSON / 命令行）时才使用代码块。 标准输出示例 （直接以下面这种 Markdown 渲染输出，不要再套 code block）：；字段 类型 必填 约束/默认值 说明 --- --- :---: --- --- msg string 否 消息 code string 否 返回码 data array 否 返回数据 type string 否 渲染的样式 title string 否 标题 total integer 否 数据总量。注意：本接口通常只返回单条数据，total 通常为1；- i18n 配置与 Provider 挂载。 - 各目标语言的语言文件。 - UI 字符串已替换为稳定的翻译键。 - 语言切换器和持久化（如适用）。 - 更新后的测试用例。,进入经营链条评审，确认事项对象、责任节点、输入输出和验收
VALUE_NEW_MARKET,新市场经营价值链,ATOM_SKILL_CANDIDATE,新市场经营,商业论证,经营选项/验证建议,84,84,0,0,project_skill:43；home_skill:41,治理合规:43；优化决策:17；检索组织:10；自动化执行:4；数据质量:4,p2s-3d-bin-packing-optimization；p2s-3d-bin-packing-optimization；p2s-account-association-risk-detection；p2s-account-association-risk-detection；p2s-adactx-dynamic-context-budget-allocation；p2s-adactx-dynamic-context-budget-allocation；p2s-agent-cost-optimization-budget-control；p2s-agent-cost-optimization-budget-control,（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）,进入经营链条评审，确认事项对象、责任节点、输入输出和验收
VALUE_NEW_MARKET,新市场经营价值链,ATOM_SKILL_CANDIDATE,新市场经营,产品定义,产品要求/验收条件,8,8,0,0,home_skill:4；project_skill:4,治理合规:4；数据质量:4,p2s-cross-border-tax-tariff-modeling；p2s-cross-border-tax-tariff-modeling；p2s-multi-currency-pnl-reconciliation；p2s-multi-currency-pnl-reconciliation；p2s-realtime-feature-collection；p2s-realtime-feature-collection；p2s-stamimputer-spatiotemporal；p2s-stamimputer-spatiotemporal,（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）,进入经营链条评审，确认事项对象、责任节点、输入输出和验收
VALUE_NEW_MARKET,新市场经营价值链,ATOM_SKILL_CANDIDATE,新市场经营,上市经营策划,上市经营方案,4,4,0,0,project_skill:4,生成制作:2；优化决策:2,外联自动化；外联自动化；跨境电商情报雷达；跨境电商情报雷达,- 个性化 outreach 消息 - 跟进序列 - 回复模板 - 效果追踪表 - cadence 表：Day、渠道、触发条件、停止条件 - CRM 自动化流程草案（可选）；- 个性化 outreach 消息 - 跟进序列 - 回复模板 - 效果追踪表 - cadence 表：Day、渠道、触发条件、停止条件 - CRM 自动化流程草案（可选）；1. 生成 Markdown 简报 2. 默认保存到 drafts/analysis/skills-intelligence-daily-YYYYMMDD/cross-border-claude-skills-daily-YYYYMMDD.md 3. 若用户确认该简报已经转为长期方法论或战略资产，再晋升到 docs/knowledge/ 或其他正式目录 4. core skills library/ 仅作为既有核心资料和历史输入源读取，不再作为新日报默认落盘位置 5. 向用户汇报关键发现（Top 3 最热 Ski…,进入经营链条评审，确认事项对象、责任节点、输入输出和验收
VALUE_NEW_MARKET,新市场经营价值链,ATOM_SKILL_CANDIDATE,新市场经营,产品验证,验证结论/缺陷与未验证项,4,4,0,0,project_skill:3；icloud_skill:1,学习参考:3；诊断归因:1,competitive-seo-intel；ecommerce-data-analyst；多语言SEO；多语言SEO,- [ ] 每条建议都引用了具体数据点（非泛泛之谈） - [ ] 竞品优势有可量化的证据支撑（指标、排名） - [ ] 机会基于可识别的差距，而非主观臆断 - [ ] 行动计划条目具体且可执行（非模糊的策略方向） - [ ] 每个数据点的来源已明确标注（~~SEO 工具数据、~~数据分析数据、~~AI 监测数据、用户提供或预估）；输入 : 输出 : 上述 JSON 结构化负载；多语言 SEO 配置方案（节选） : 架构对比： 架构类型 SEO权重 维护成本 推荐场景 --------- --------- --------- --------- 子目录(/en/) 集中 低 ✅ 推荐 子域名(en.) 分散 中 大型站点 ccTLD(.co.uk) 独立 高 本土化,进入经营链条评审，确认事项对象、责任节点、输入输出和验收
VALUE_NEW_MARKET,新市场经营价值链,ATOM_SKILL_CANDIDATE,新市场经营,产品实现,方案或样品及交付说明,3,3,0,0,home_skill:2；project_skill:1,评估验证:2；生成制作:1,linkfox-zhihuiya-patent-family；p2s-agent-stage-evaluation；p2s-agent-stage-evaluation,字段 类型 必填 约束/默认值 说明 --- --- :---: --- --- data array 否 专利列表 type string 否 渲染的样式 total integer 否 记录数 columns array 否 渲染的列 costToken integer 否 消耗token；输入 ：跨境业务历史会话（每个任务 200-500 条样本）与双语人工标注（意图标签、attitude 标签、scenario route 标签、solution 选项、reference answer），并用大模型做标注一致性检查。 输出 ：分阶段得分与通过判定、任务级评估明细与能力短板定位报告；供产品与运营决定优化方向，并支持不同模型选型对比。；输入 ：跨境业务历史会话（每个任务 200-500 条样本）与双语人工标注（意图标签、attitude 标签、scenario route 标签、solution 选项、reference answer），并用大模型做标注一致性检查。 输出 ：分阶段得分与通过判定、任务级评估明细与能力短板定位报告；供产品与运营决定优化方向，并支持不同模型选型对比。,进入经营链条评审，确认事项对象、责任节点、输入输出和验收
VALUE_NEW_MARKET,新市场经营价值链,SCENARIO_WORKFLOW_CANDIDATE,新市场经营,商业论证,经营选项/验证建议,4,4,0,0,home_skill:2；project_skill:2,治理合规:2；检索组织:2,p2s-customs-clearance-risk-scoring；p2s-customs-clearance-risk-scoring；p2s-modular-rag-architecture；p2s-modular-rag-architecture,（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）,进入经营链条评审，确认事项对象、责任节点、输入输出和验收
VALUE_NEW_MARKET,新市场经营价值链,SCENARIO_WORKFLOW_CANDIDATE,新市场经营,消费者需求洞察,需求证据/问题地图,3,3,0,0,icloud_skill:1；home_skill:1；project_skill:1,诊断归因:2；预测预警:1,customer-feedback-analysis；p2s-cs-supply-chain-feedback-loop-tag；p2s-cs-supply-chain-feedback-loop-tag,输入格式 : 输出格式 :；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）；（卡页此段是占位串，实际输出规格见下方「输入 / 输出契约」。）,进入经营链条评审，确认事项对象、责任节点、输入输出和验收
OPERATING_GOVERNANCE,经营治理,ATOM_SKILL_CANDIDATE,经营治理,消费者需求洞察,需求证据/问题地图,288,288,0,0,icloud_skill:107；home_skill:93；project_skill:88,自动化执行:106；治理合规:39；优化决策:35；生成制作:27；学习参考:23,andrej-karpathy-perspective；browser-task；browser-task；browser-task；browser-task；campaign-planner；Claude 教程采集与翻译项目；doubao-critical-reading-companion,"Step 1：路由心智模型 - 「AI炒作/产品评估/可靠性」→ march of nines框架 - 「学习/教育/技术理解」→ 构建即理解框架 - 「AI能力判断/LLM特性」→ 锯齿状智能+幽灵框架 - 「技术范式/行业趋势/AGI时间线」→ Software X.0框架+工程现实主义 - 「产品设计/AI自主性」→ Iron Man套装框架 Step 2：内部判断信息来源（不标注到输出） - 他公开表态过 → 直接用第一人称说出来 - 他没提过但主题相关 → 用心智模型推断，语气自然留白（「I have…；- 信息采集输出：若无指定，默认输出 markdown 格式的结构化报告（含摘要、主要结果、数据来源） - 操作验证输出：明确说明操作是否成功，如失败需说明原因 - 异常处理输出：标注异常类型、影响程度、处理方式 - 白名单站点任务：优先遵守对应子 Skill 的交付物规范（例如微博模块的""双份文档交付""规则、小红书的""最终交付可直接保存为 .md""规则、淘宝的""加购清单 + 备选清单 + 待确认问题""三段式）；- 信息采集输出：若无指定，默认输出 markdown 格式的结构化报告（含摘要、主要结果、数据来源） - 操作验证输出：明确说明操作是否成功，如失败需说明原因 - 异常处理输出：标注异常类型、影响程度、处理方式 - 白名单站点任务：优先遵守对应子 Skill 的交付物规范（例如微博模块的""双份文档交付""规则、小红书的""最终交付可直接保存为 .md""规则、淘宝的""加购清单 + 备选清单 + 待确认问题""三段式）",人工判断是否需要进入三宝图谱
